CustomerKey,Total_Orders,Total_Quantity,Total_Spend_USD,First_Order_Date,Last_Order_Date,Avg_Order_Value,Customer_Tenure_Days,Recency_Days,Order_Frequency,Is_Active,Customer_Segment
1245575,8,16,2771.45,2024-03-22,2025-03-27,346.43125,663,293,0.3463203463203463,0,Silver
1245587,4,14,6388.59,2024-05-28,2025-06-13,1597.1475,596,215,0.19169329073482427,0,Bronze
1245616,4,8,1198.93,2024-03-24,2025-09-09,299.7325,661,127,0.1736613603473227,0,Bronze
1245877,8,26,6971.889999999999,2024-01-18,2025-08-20,871.4862499999999,727,147,0.31704095112285335,0,Silver
1245904,5,21,1392.3,2024-01-22,2025-12-11,278.46,723,34,0.199203187250996,1,Bronze
1246129,15,53,9698.63,2024-01-02,2025-12-04,646.5753333333333,743,41,0.5821474773609314,1,Gold
1246299,1,1,109.0,2025-01-14,2025-01-14,109.0,365,365,0.0759493670886076,0,New
1246530,4,20,7982.75,2024-10-12,2025-10-29,1995.6875,459,77,0.24539877300613497,1,Bronze
1246638,3,15,3641.99,2024-06-18,2025-10-11,1213.9966666666667,575,95,0.1487603305785124,0,Bronze
1246775,10,43,22026.26,2024-01-31,2025-11-25,2202.6259999999997,714,50,0.4032258064516129,1,Silver
1246890,4,11,1331.38,2024-01-11,2024-09-07,332.845,734,494,0.15706806282722513,0,Inactive
1247074,5,19,1778.4399999999998,2024-07-25,2025-11-13,355.688,538,62,0.2640845070422535,1,Bronze
1247375,4,15,2005.44,2024-10-18,2025-10-31,501.36,453,75,0.24844720496894407,1,Bronze
1247394,15,40,10047.98,2024-01-18,2025-09-09,669.8653333333333,727,127,0.5944517833553501,0,Gold
1247524,8,19,6059.1,2024-04-01,2025-12-01,757.3875,653,44,0.3513909224011713,1,Silver
1247605,3,7,782.86,2024-10-28,2025-07-26,260.9533333333333,443,172,0.19027484143763213,0,Bronze
1248024,11,34,8139.610000000001,2024-01-05,2025-12-07,739.9645454545455,740,38,0.42857142857142855,1,Gold
1248028,5,20,4364.740000000001,2024-01-28,2025-08-09,872.9480000000001,717,158,0.20080321285140562,0,Bronze
1248112,1,1,132.99,2025-09-18,2025-09-18,132.99,118,118,0.2027027027027027,0,New
1248803,1,1,188.0,2025-06-28,2025-06-28,188.0,200,200,0.13043478260869565,0,New
1248847,18,46,34858.48,2024-01-07,2025-11-26,1936.5822222222223,738,49,0.703125,1,Gold
1248961,19,68,25604.54,2024-02-11,2025-11-25,1347.6073684210526,703,50,0.7776261937244202,1,Gold
1249166,1,6,659.9399999999999,2024-08-31,2024-08-31,659.9399999999999,501,501,0.05649717514124294,0,Inactive
1249191,4,8,4322.99,2024-08-24,2025-12-01,1080.7475,508,44,0.22304832713754646,1,Bronze
1250029,9,44,12404.92,2024-07-06,2025-12-12,1378.3244444444445,557,33,0.4599659284497445,1,Silver
1250036,10,28,7955.49,2024-01-21,2025-10-22,795.549,724,84,0.3978779840848806,1,Silver
1250060,2,7,1514.0,2024-03-04,2025-10-17,757.0,681,89,0.08438818565400844,1,Bronze
1250408,7,20,2929.55,2024-04-26,2025-09-17,418.50714285714287,628,119,0.3191489361702128,0,Silver
1250427,2,2,995.94,2024-11-01,2025-07-19,497.97,439,179,0.1279317697228145,0,Bronze
1250603,4,19,6353.89,2025-03-09,2025-07-15,1588.4725,311,183,0.3519061583577712,0,Bronze
1250754,2,7,869.99,2025-04-04,2025-06-01,434.995,285,227,0.19047619047619047,0,Bronze
1250867,2,5,1268.6,2025-01-19,2025-06-09,634.3,360,219,0.15384615384615385,0,Bronze
1250933,7,21,5953.71,2024-02-08,2025-07-08,850.53,706,190,0.28532608695652173,0,Silver
1250940,2,3,519.79,2024-01-10,2024-05-24,259.895,735,600,0.0784313725490196,0,Inactive
1251181,18,55,11312.24,2024-02-15,2025-12-28,628.4577777777778,699,17,0.7407407407407407,1,Gold
1251211,5,7,956.94,2024-02-22,2024-10-11,191.388,692,460,0.20775623268698062,0,Inactive
1251230,5,18,802.8100000000001,2024-01-18,2025-06-21,160.562,727,207,0.19815059445178335,0,Bronze
1251347,2,3,1145.0,2024-05-04,2024-05-27,572.5,620,597,0.0923076923076923,0,Inactive
1251360,6,20,4389.63,2024-04-27,2025-12-18,731.605,627,27,0.27397260273972607,1,Silver
1251392,5,10,1238.4099999999999,2024-07-26,2025-11-08,247.68199999999996,537,67,0.2645502645502646,1,Bronze
1251398,4,8,1704.04,2024-01-17,2025-12-13,426.01,728,32,0.158311345646438,1,Bronze
1251726,11,38,4007.6499999999996,2024-01-24,2025-12-08,364.33181818181816,721,37,0.4394141145139813,1,Silver
1251782,3,6,604.95,2024-02-08,2025-11-22,201.65,706,53,0.12228260869565216,1,Bronze
1251931,6,15,1173.67,2024-03-17,2025-09-08,195.61166666666668,668,128,0.25787965616045844,0,Bronze
1252167,8,27,7697.37,2024-01-19,2025-02-15,962.17125,726,333,0.31746031746031744,0,Silver
1252370,8,25,5682.42,2024-01-30,2025-09-03,710.3025,715,133,0.32214765100671144,0,Silver
1252384,3,5,628.0,2024-02-29,2025-09-02,209.33333333333334,685,134,0.1258741258741259,0,Bronze
1252582,3,10,800.0,2024-03-23,2025-07-17,266.6666666666667,662,181,0.13005780346820808,0,Bronze
1252738,3,12,2315.18,2024-01-09,2025-10-10,771.7266666666666,736,96,0.11749347258485639,0,Bronze
1253166,19,61,18864.170000000002,2024-03-06,2025-10-17,992.851052631579,679,89,0.8039492242595204,1,Gold
1253509,6,12,6672.0,2024-01-17,2025-08-22,1112.0,728,145,0.237467018469657,0,Silver
1253732,14,45,9799.75,2024-03-29,2025-07-27,699.9821428571429,656,171,0.6122448979591837,0,Gold
1253855,9,15,11884.82,2024-01-10,2025-09-19,1320.5355555555554,735,117,0.35294117647058826,0,Silver
1253996,7,15,10304.8,2024-01-11,2025-03-11,1472.1142857142856,734,309,0.274869109947644,0,Silver
1254069,4,16,8779.949999999999,2024-03-15,2025-07-09,2194.9874999999997,670,189,0.17142857142857143,0,Bronze
1254329,10,38,16345.86,2024-01-25,2025-12-13,1634.586,720,32,0.4,1,Silver
1254388,2,3,340.0,2025-03-28,2025-12-07,170.0,292,38,0.1863354037267081,1,Bronze
1254497,2,16,1574.45,2024-01-03,2024-02-14,787.225,742,700,0.07772020725388601,0,Inactive
1254510,10,29,8588.8,2024-01-27,2025-07-06,858.8799999999999,718,192,0.40106951871657753,0,Silver
1254806,4,23,2077.2400000000002,2024-07-30,2025-12-18,519.3100000000001,533,27,0.21314387211367675,1,Bronze
1254923,1,1,2899.99,2024-09-20,2024-09-20,2899.99,481,481,0.05870841487279843,0,Inactive
1255045,5,9,4861.93,2024-04-19,2025-11-05,972.3860000000001,635,70,0.22556390977443608,1,Bronze
1255402,9,35,10744.66,2024-01-05,2025-08-20,1193.851111111111,740,147,0.35064935064935066,0,Silver
1255483,3,6,667.52,2024-04-05,2025-01-16,222.50666666666666,649,363,0.1325478645066274,0,Bronze
1255497,6,11,3590.32,2024-04-21,2025-12-19,598.3866666666667,633,26,0.27149321266968324,1,Silver
1255742,12,30,6490.37,2024-01-21,2025-12-23,540.8641666666666,724,22,0.4774535809018568,1,Gold
1255805,7,20,3758.58,2024-01-27,2025-10-05,536.9399999999999,718,101,0.2807486631016043,0,Silver
1256029,3,5,386.96,2024-09-05,2025-06-06,128.98666666666665,496,222,0.17110266159695817,0,Bronze
1256108,11,28,9477.54,2024-03-18,2025-09-27,861.5945454545455,667,109,0.4734576757532281,0,Gold
1256256,22,53,24321.44,2024-02-04,2025-12-20,1105.52,710,25,0.8918918918918919,1,Gold
1256284,12,37,8311.07,2024-01-19,2025-12-17,692.5891666666666,726,28,0.4761904761904762,1,Gold
1256294,4,13,2029.6399999999999,2024-01-17,2025-04-27,507.40999999999997,728,262,0.158311345646438,0,Bronze
1256645,9,31,8793.779999999999,2024-02-24,2025-07-25,977.0866666666666,690,173,0.375,0,Silver
1256783,1,2,75.9,2025-01-05,2025-01-05,75.9,374,374,0.07425742574257425,0,Inactive
1256803,2,5,2269.5499999999997,2024-03-26,2024-08-17,1134.7749999999999,659,515,0.08708272859216257,0,Inactive
1256860,6,25,10408.33,2024-04-24,2025-09-04,1734.7216666666666,630,132,0.2727272727272727,0,Silver
1257286,1,2,459.8,2025-12-02,2025-12-02,459.8,43,43,0.410958904109589,1,New
1257326,7,28,13166.27,2024-10-18,2025-09-06,1880.8957142857143,453,130,0.43478260869565216,0,Silver
1257514,4,15,5427.0,2024-02-05,2025-12-04,1356.75,709,41,0.16238159675236807,1,Bronze
1257599,13,38,2350.83,2024-03-11,2025-10-11,180.83307692307693,674,95,0.5539772727272728,0,Silver
1257627,6,16,2682.61,2024-02-09,2025-07-02,447.1016666666667,705,196,0.24489795918367346,0,Silver
1257713,1,4,1030.0,2025-03-31,2025-03-31,1030.0,289,289,0.09404388714733543,0,New
1258033,6,16,2861.86,2024-02-06,2025-12-12,476.9766666666667,708,33,0.24390243902439024,1,Silver
1258056,7,29,5219.91,2024-01-28,2025-11-23,745.7014285714286,717,52,0.28112449799196787,1,Silver
1258398,4,15,10585.96,2025-01-10,2025-09-21,2646.49,369,115,0.3007518796992481,0,Bronze
1258466,6,15,2158.23,2024-07-05,2025-12-25,359.705,558,20,0.3061224489795918,1,Silver
1258687,2,8,2713.98,2024-04-06,2024-08-20,1356.99,648,512,0.08849557522123894,0,Inactive
1258917,3,15,11478.66,2024-01-30,2024-11-28,3826.22,715,412,0.12080536912751678,0,Inactive
1259204,7,21,2444.46,2024-04-05,2025-12-30,349.2085714285714,649,15,0.30927835051546393,1,Silver
1259448,15,37,12287.43,2024-04-16,2025-12-30,819.162,638,15,0.6736526946107785,1,Gold
1259548,2,10,4012.96,2024-12-17,2025-10-06,2006.48,393,100,0.14184397163120568,0,Bronze
1259633,9,35,8171.89,2024-02-16,2025-11-20,907.9877777777779,698,55,0.3708791208791209,1,Silver
1259841,6,23,10439.5,2024-01-26,2025-07-24,1739.9166666666667,719,174,0.2403204272363151,0,Silver
1259925,8,21,5551.21,2024-02-28,2025-11-03,693.90125,686,72,0.33519553072625696,1,Silver
1260058,5,16,4444.3,2024-08-06,2025-08-04,888.86,526,163,0.2697841726618705,0,Bronze
1260533,2,8,3399.99,2024-06-16,2024-09-07,1699.995,577,494,0.09884678747940691,0,Inactive
1260588,16,61,16889.53,2024-01-21,2025-12-25,1055.595625,724,20,0.636604774535809,1,Gold
1261112,8,32,5635.41,2024-06-27,2025-07-21,704.42625,566,177,0.40268456375838924,0,Silver
1261289,13,37,11826.56,2024-02-10,2025-10-08,909.7353846153845,704,98,0.5313351498637603,0,Gold
1261460,15,51,18856.54,2024-02-13,2025-12-23,1257.1026666666667,701,22,0.615595075239398,1,Gold
1261691,3,10,1616.94,2024-11-24,2025-10-07,538.98,416,99,0.20179372197309417,0,Bronze
1261718,6,27,2254.5800000000004,2024-06-08,2025-09-18,375.7633333333334,585,118,0.2926829268292683,0,Silver
1261825,12,44,5985.219999999999,2024-02-13,2025-08-18,498.76833333333326,701,149,0.49247606019151846,0,Gold
1262038,5,20,3500.9,2024-10-12,2025-12-06,700.1800000000001,459,39,0.3067484662576687,1,Bronze
1262082,3,11,877.0,2024-09-21,2025-10-05,292.3333333333333,480,101,0.17647058823529413,0,Bronze
1262399,1,2,19.98,2024-12-11,2024-12-11,19.98,399,399,0.06993006993006992,0,Inactive
1262414,14,52,9149.87,2024-04-10,2025-08-22,653.5621428571429,644,145,0.6231454005934719,0,Gold
1262429,4,8,1656.53,2024-07-17,2025-08-01,414.1325,546,166,0.20833333333333334,0,Bronze
1262470,7,27,10245.28,2024-04-19,2025-08-18,1463.6114285714286,635,149,0.3157894736842105,0,Silver
1262657,2,5,193.62,2024-02-02,2025-04-20,96.81,712,269,0.08086253369272237,0,Bronze
1262704,6,19,3782.93,2024-02-24,2025-10-19,630.4883333333333,690,87,0.25,1,Silver
1263104,6,19,7008.52,2024-05-18,2025-09-18,1168.0866666666668,606,118,0.2830188679245283,0,Silver
1263184,2,9,1099.9299999999998,2024-08-05,2025-08-28,549.9649999999999,527,139,0.10771992818671454,0,Bronze
1263679,9,22,1625.4699999999998,2024-04-09,2025-10-04,180.60777777777776,645,102,0.4,0,Bronze
1263798,9,19,5279.66,2024-01-08,2025-10-31,586.6288888888889,737,75,0.3520208604954368,1,Silver
1263974,11,25,4182.33,2024-03-22,2025-10-11,380.21181818181816,663,95,0.47619047619047616,0,Silver
1264011,4,13,3117.8,2024-03-05,2025-12-08,779.45,680,37,0.16901408450704225,1,Bronze
1264100,9,39,28587.08,2024-01-24,2025-09-19,3176.3422222222225,721,117,0.3595206391478029,0,Silver
1264277,2,4,774.98,2025-02-06,2025-12-18,387.49,342,27,0.16129032258064516,1,Bronze
1264513,2,11,752.01,2024-12-29,2025-03-30,376.005,381,290,0.14598540145985403,0,Bronze
1264784,4,6,891.97,2024-02-18,2024-10-11,222.9925,696,460,0.1652892561983471,0,Inactive
1264805,14,47,8178.37,2024-01-26,2025-09-18,584.1692857142857,719,118,0.5607476635514019,0,Gold
1264862,3,10,3285.9,2024-06-13,2024-12-28,1095.3,580,382,0.14754098360655737,0,Inactive
1264875,9,21,3854.6,2024-01-24,2025-10-04,428.2888888888889,721,102,0.3595206391478029,0,Silver
1264890,1,5,1349.5,2025-03-05,2025-03-05,1349.5,315,315,0.08695652173913043,0,New
1264949,2,6,493.96,2025-06-30,2025-10-12,246.98,198,94,0.2631578947368421,0,Bronze
1264963,1,1,23.72,2025-08-20,2025-08-20,23.72,147,147,0.1694915254237288,0,New
1264970,2,7,1995.9,2024-02-24,2024-09-11,997.95,690,490,0.08333333333333333,0,Inactive
1264995,4,9,6192.98,2024-01-14,2025-11-23,1548.245,731,52,0.15768725361366623,1,Bronze
1265115,11,27,7389.32,2024-02-15,2025-10-01,671.7563636363636,699,105,0.45267489711934156,0,Gold
1265147,4,10,3049.5,2024-09-11,2025-12-12,762.375,490,33,0.23076923076923078,1,Bronze
1265271,6,18,2606.21,2024-04-06,2025-05-25,434.36833333333334,648,234,0.2654867256637168,0,Silver
1265357,4,7,1389.63,2024-07-09,2025-12-22,347.4075,554,23,0.20547945205479454,1,Bronze
1265799,3,9,772.95,2025-05-09,2025-11-18,257.65000000000003,250,57,0.3214285714285714,1,Bronze
1265898,5,9,961.95,2024-05-28,2025-03-25,192.39000000000001,596,295,0.23961661341853036,0,Bronze
1266006,5,17,10378.93,2024-01-17,2025-10-22,2075.786,728,84,0.1978891820580475,1,Bronze
1266191,3,5,1183.99,2024-01-29,2025-12-22,394.66333333333336,716,23,0.12064343163538874,1,Bronze
1266410,3,7,2936.6,2024-02-15,2024-08-17,978.8666666666667,699,515,0.12345679012345678,0,Inactive
1266756,7,18,3714.97,2024-05-07,2025-05-11,530.7099999999999,617,248,0.32457496136012365,0,Silver
1266796,12,29,11454.71,2024-01-04,2025-12-22,954.5591666666666,741,23,0.4669260700389105,1,Gold
1266821,8,24,5969.62,2024-06-17,2025-10-25,746.2025,576,81,0.39603960396039606,1,Silver
1266939,12,32,4766.0199999999995,2024-01-18,2025-10-16,397.1683333333333,727,90,0.47556142668428003,1,Silver
1266981,7,25,3424.78,2024-07-22,2025-05-08,489.25428571428574,541,251,0.3677758318739054,0,Silver
1266986,5,19,2828.75,2024-08-17,2025-10-03,565.75,515,103,0.2752293577981651,0,Bronze
1267352,3,14,2213.8900000000003,2024-03-26,2025-12-17,737.9633333333335,659,28,0.13062409288824384,1,Bronze
1267627,16,47,25239.35,2024-01-15,2025-12-12,1577.459375,730,33,0.6315789473684211,1,Gold
1267678,1,1,969.0,2024-07-31,2024-07-31,969.0,532,532,0.05338078291814946,0,Inactive
1267860,1,2,1398.0,2025-06-02,2025-06-02,1398.0,226,226,0.1171875,0,New
1267970,2,4,1456.0,2024-01-31,2025-06-30,728.0,714,198,0.08064516129032258,0,Bronze
1267986,4,11,6216.6900000000005,2024-02-20,2025-01-18,1554.1725000000001,694,361,0.16574585635359115,0,Bronze
1268170,6,36,8534.869999999999,2024-03-04,2025-05-31,1422.4783333333332,681,228,0.25316455696202533,0,Silver
1268392,4,12,5077.2,2024-11-09,2025-08-12,1269.3,431,155,0.2603036876355748,0,Bronze
1268661,19,70,20814.25,2024-02-08,2025-11-24,1095.4868421052631,706,51,0.7744565217391304,1,Gold
1268744,20,59,10926.78,2024-04-11,2025-12-11,546.339,643,34,0.8915304606240713,1,Gold
1268964,10,43,10232.06,2024-08-29,2025-11-11,1023.2059999999999,503,64,0.5628517823639775,1,Silver
1269051,2,3,1519.94,2024-01-26,2024-04-24,759.97,719,630,0.0801068090787717,0,Inactive
1269245,3,3,441.83,2024-03-21,2024-10-13,147.27666666666667,664,458,0.12968299711815562,0,Inactive
1269390,8,26,3938.67,2024-05-09,2025-10-17,492.33375,615,89,0.37209302325581395,1,Silver
1269780,1,2,156.0,2024-02-29,2024-02-29,156.0,685,685,0.04195804195804196,0,Inactive
1269972,6,15,1935.94,2024-01-27,2025-10-30,322.6566666666667,718,76,0.24064171122994651,1,Bronze
1270042,2,7,831.8,2025-02-27,2025-08-18,415.9,321,149,0.17094017094017094,0,Bronze
1270130,9,27,4766.93,2024-06-12,2025-12-26,529.6588888888889,581,19,0.44189852700490995,1,Silver
1270231,4,16,3292.0,2024-09-05,2025-05-06,823.0,496,253,0.22813688212927755,0,Bronze
1270426,3,11,1223.63,2024-03-14,2025-12-13,407.8766666666667,671,32,0.12838801711840228,1,Bronze
1270478,6,29,7593.610000000001,2024-05-02,2025-09-28,1265.6016666666667,622,108,0.2760736196319018,0,Silver
1270510,2,7,835.95,2024-11-19,2025-05-22,417.975,421,237,0.13303769401330376,0,Bronze
1270520,2,2,298.99,2025-05-03,2025-07-14,149.495,256,184,0.2097902097902098,0,Bronze
1270627,10,25,4738.11,2024-02-22,2025-12-04,473.811,692,41,0.41551246537396125,1,Silver
1270898,1,3,690.0,2025-09-03,2025-09-03,690.0,133,133,0.18404907975460122,0,New
1270948,1,4,59.96,2024-08-03,2024-08-03,59.96,529,529,0.053667262969588556,0,Inactive
1271222,5,26,3527.5299999999997,2024-04-07,2025-11-25,705.506,647,50,0.22156573116691286,1,Bronze
1271239,10,22,18173.739999999998,2024-05-21,2025-09-29,1817.3739999999998,603,107,0.4739336492890995,0,Silver
1271549,1,4,1024.0,2025-02-13,2025-02-13,1024.0,335,335,0.08219178082191782,0,New
1271830,2,4,662.0,2024-03-09,2024-07-29,331.0,676,534,0.08498583569405098,0,Inactive
1271947,16,43,12544.67,2024-02-01,2025-12-12,784.041875,713,33,0.6460296096904442,1,Gold
1271984,1,8,1672.0,2024-11-16,2024-11-16,1672.0,424,424,0.06607929515418502,0,Inactive
1272086,7,18,15280.28,2025-01-28,2025-10-23,2182.897142857143,351,83,0.5511811023622047,1,Silver
1272285,11,23,4299.32,2024-04-13,2025-12-29,390.8472727272727,641,16,0.4918032786885246,1,Silver
1272438,1,2,359.98,2024-12-16,2024-12-16,359.98,394,394,0.07075471698113207,0,Inactive
1272497,12,45,5518.51,2024-02-27,2025-12-09,459.87583333333333,687,36,0.502092050209205,1,Gold
1273372,4,14,2976.86,2024-02-17,2025-03-26,744.215,697,294,0.16506189821182943,0,Bronze
1273533,3,5,1284.8700000000001,2024-11-07,2025-01-14,428.29,433,365,0.19438444924406048,0,Bronze
1273672,2,4,253.8,2024-12-30,2025-05-27,126.9,380,232,0.14634146341463417,0,Bronze
1273792,7,21,2692.76,2024-03-23,2025-11-24,384.68,662,51,0.30346820809248554,1,Silver
1273837,5,16,9638.99,2024-01-13,2024-12-28,1927.798,732,382,0.1968503937007874,0,Inactive
1274532,8,22,1646.6200000000001,2024-03-12,2025-12-14,205.82750000000001,673,31,0.3413940256045519,1,Bronze
1274790,7,21,3372.63,2024-03-21,2025-02-01,481.80428571428575,664,347,0.3025936599423631,0,Silver
1274951,5,15,11602.109999999999,2024-12-30,2025-11-06,2320.4219999999996,380,69,0.36585365853658536,1,Bronze
1275055,2,12,7270.0,2024-04-15,2025-02-15,3635.0,639,333,0.08968609865470852,0,Bronze
1275061,12,47,9966.36,2024-01-21,2025-10-25,830.5300000000001,724,81,0.4774535809018568,1,Gold
1275472,1,4,1476.0,2024-02-29,2024-02-29,1476.0,685,685,0.04195804195804196,0,Inactive
1275496,2,8,785.45,2024-06-12,2024-09-11,392.725,581,490,0.09819967266775777,0,Inactive
1275802,8,21,5779.52,2024-10-15,2025-12-07,722.44,456,38,0.4938271604938272,1,Silver
1276047,3,12,2308.0,2024-03-19,2025-01-16,769.3333333333334,666,363,0.12931034482758622,0,Bronze
1276079,5,14,5133.96,2024-03-15,2025-10-22,1026.792,670,84,0.2142857142857143,1,Bronze
1276232,6,15,1893.89,2024-01-02,2025-03-20,315.64833333333337,743,300,0.2328589909443726,0,At_Risk
1276329,6,19,10414.6,2024-04-14,2025-12-03,1735.7666666666667,640,42,0.26865671641791045,1,Silver
1276598,12,40,20138.58,2024-01-20,2025-10-31,1678.2150000000001,725,75,0.4768211920529801,1,Gold
1276606,4,17,1142.23,2024-07-01,2025-09-02,285.5575,562,134,0.2027027027027027,0,Bronze
1276810,14,27,4996.17,2024-02-12,2025-09-20,356.8692857142857,702,116,0.5737704918032788,0,Silver
1276836,8,25,3927.9700000000003,2024-03-19,2025-10-27,490.99625000000003,666,79,0.3448275862068966,1,Silver
1276853,3,9,1142.72,2024-05-03,2025-10-20,380.9066666666667,621,86,0.1382488479262673,1,Bronze
1276975,9,29,2440.39,2024-02-11,2025-11-24,271.15444444444444,703,51,0.3683492496589359,1,Silver
1277143,1,3,479.97,2025-09-25,2025-09-25,479.97,111,111,0.2127659574468085,0,New
1277243,24,59,14337.71,2024-03-08,2025-11-21,597.4045833333333,677,54,1.0183875530410185,1,Gold
1277723,10,30,8474.7,2024-01-10,2025-11-23,847.47,735,52,0.39215686274509803,1,Silver
1277798,2,5,590.5699999999999,2024-11-07,2025-05-15,295.28499999999997,433,244,0.12958963282937364,0,Bronze
1277888,6,10,640.32,2024-04-20,2025-04-18,106.72000000000001,634,271,0.2710843373493976,0,At_Risk
1277982,1,1,249.99,2024-02-16,2024-02-16,249.99,698,698,0.04120879120879121,0,Inactive
1278242,2,13,2161.0,2024-03-17,2025-12-14,1080.5,668,31,0.08595988538681949,1,Bronze
1278417,5,19,5958.6,2024-08-03,2025-07-30,1191.72,529,168,0.26833631484794274,0,Bronze
1278507,4,12,2284.15,2024-01-15,2025-10-16,571.0375,730,90,0.15789473684210528,1,Bronze
1278561,3,8,3883.85,2024-11-21,2025-08-16,1294.6166666666666,419,151,0.20044543429844097,0,Bronze
1278619,9,28,6407.85,2024-01-01,2025-12-19,711.9833333333333,744,26,0.3488372093023256,1,Silver
1278642,3,11,2372.87,2024-03-25,2024-05-25,790.9566666666666,660,599,0.13043478260869565,0,Inactive
1278844,2,4,1105.0,2024-04-28,2025-09-06,552.5,626,130,0.09146341463414634,0,Bronze
1279175,10,24,8138.03,2024-04-05,2025-11-08,813.803,649,67,0.4418262150220913,1,Silver
1279307,4,11,13619.18,2024-07-17,2025-09-23,3404.795,546,113,0.20833333333333334,0,Bronze
1279342,9,23,4055.41,2024-06-06,2025-12-07,450.6011111111111,587,38,0.4376012965964344,1,Silver
1279546,7,16,6530.45,2024-02-22,2025-05-23,932.9214285714286,692,236,0.29085872576177285,0,Silver
1279593,2,3,821.95,2024-01-31,2024-09-02,410.975,714,499,0.08064516129032258,0,Inactive
1279867,4,15,11014.380000000001,2024-08-06,2025-11-08,2753.5950000000003,526,67,0.2158273381294964,1,Bronze
1280639,7,28,4502.0599999999995,2024-05-25,2025-12-09,643.1514285714285,599,36,0.33386327503974567,1,Silver
1280672,2,5,3131.0,2024-02-03,2025-12-11,1565.5,711,34,0.08097165991902834,1,Bronze
1280813,1,1,5.5,2024-03-06,2024-03-06,5.5,679,679,0.042313117066290554,0,Inactive
1280832,3,13,3782.7,2025-07-29,2025-11-05,1260.8999999999999,169,70,0.4522613065326633,1,Bronze
1281023,8,42,3363.58,2024-04-02,2025-09-06,420.4475,652,130,0.3519061583577712,0,Silver
1281027,3,6,2039.8000000000002,2024-01-07,2025-07-20,679.9333333333334,738,178,0.1171875,0,Bronze
1281061,4,14,610.66,2025-01-29,2025-12-31,152.665,350,14,0.31578947368421056,1,Bronze
1281531,10,36,14381.1,2024-01-10,2025-12-03,1438.1100000000001,735,42,0.39215686274509803,1,Silver
1281684,3,5,607.88,2024-04-17,2025-11-19,202.62666666666667,637,56,0.13493253373313344,1,Bronze
1281731,6,22,10208.45,2024-01-20,2025-11-27,1701.4083333333335,725,48,0.23841059602649006,1,Silver
1281867,4,11,1739.68,2024-11-26,2025-12-13,434.92,414,32,0.27027027027027023,1,Bronze
1282455,7,19,3864.81,2024-09-07,2025-10-24,552.1157142857143,494,82,0.400763358778626,1,Silver
1282783,4,21,4001.7,2024-03-17,2025-07-10,1000.425,668,188,0.17191977077363899,0,Bronze
1282801,13,35,32743.52,2024-02-28,2025-12-29,2518.7323076923076,686,16,0.5446927374301676,1,Gold
1283320,6,14,5071.97,2024-01-31,2025-09-13,845.3283333333334,714,123,0.24193548387096772,0,Silver
1283754,12,34,9241.93,2024-02-18,2025-12-29,770.1608333333334,696,16,0.49586776859504134,1,Gold
1283914,6,18,14163.25,2024-08-12,2025-12-19,2360.5416666666665,520,26,0.32727272727272727,1,Silver
1283971,1,2,598.0,2024-10-01,2024-10-01,598.0,470,470,0.06000000000000001,0,Inactive
1284129,1,4,112.0,2024-06-08,2024-06-08,112.0,585,585,0.04878048780487805,0,Inactive
1284180,6,28,4312.18,2024-01-17,2025-12-17,718.6966666666667,728,28,0.237467018469657,1,Silver
1284244,5,17,2170.23,2024-08-08,2025-11-14,434.046,524,61,0.27075812274368233,1,Bronze
1284322,6,12,8669.949999999999,2024-02-26,2025-10-18,1444.9916666666666,688,88,0.25069637883008355,1,Silver
1284353,6,25,4242.17,2024-01-02,2025-10-10,707.0283333333333,743,96,0.2328589909443726,0,Silver
1284621,5,17,3784.2,2024-03-19,2025-11-07,756.8399999999999,666,68,0.21551724137931036,1,Bronze
1284640,5,10,2467.6,2024-02-24,2025-11-26,493.52,690,49,0.20833333333333334,1,Bronze
1284668,1,7,88.62,2025-04-01,2025-04-01,88.62,288,288,0.09433962264150944,0,New
1284776,9,29,6911.62,2024-02-06,2025-09-08,767.9577777777778,708,128,0.36585365853658536,0,Silver
1284778,4,8,2085.78,2024-04-26,2025-10-03,521.445,628,103,0.182370820668693,0,Bronze
1284918,7,24,2075.4,2024-03-12,2025-10-03,296.4857142857143,673,103,0.29871977240398295,0,Silver
1284953,19,66,14463.619999999999,2024-01-01,2025-12-02,761.2431578947368,744,43,0.7364341085271318,1,Gold
1285539,1,6,2214.0,2024-08-26,2024-08-26,2214.0,506,506,0.055970149253731345,0,Inactive
1285541,5,9,1030.85,2024-01-05,2025-07-14,206.17,740,184,0.1948051948051948,0,Bronze
1285548,1,1,169.99,2025-03-01,2025-03-01,169.99,319,319,0.08595988538681949,0,New
1285725,9,35,4202.3,2024-02-02,2025-12-01,466.9222222222222,712,44,0.36388140161725063,1,Silver
1285972,13,48,14816.68,2024-01-04,2025-04-28,1139.7446153846154,741,261,0.5058365758754864,0,Gold
1286466,3,19,8053.0,2024-05-23,2025-12-12,2684.3333333333335,601,33,0.14263074484944532,1,Bronze
1286508,5,14,8702.89,2024-02-18,2025-10-04,1740.578,696,102,0.2066115702479339,0,Bronze
1286602,23,95,27443.91,2024-02-06,2025-12-26,1193.2134782608696,708,19,0.9349593495934959,1,Gold
1286816,5,17,4382.52,2024-03-07,2025-09-19,876.5040000000001,678,117,0.211864406779661,0,Bronze
1286959,3,13,1403.37,2024-07-16,2025-03-12,467.78999999999996,547,308,0.1559792027729636,0,Bronze
